V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101
Buttiauxella	2	3	2	0	3	2	2	2	2	4	0	3	3	1	1	0	2	3	5	4	3	0	4	1	0	1	2	1	1	1	1	0	0	1	0	2	0	0	0	3	3	3	1	0	1	1	1	3	2	3	1	1	1	2	1	4	2	2	2	2	0	1	1	2	2	1	1	3	1	2	1	2	1	2	2	2	2	4	3	2	1	1	1	1	5	1	1	2	2	1	3	2	2	0	3	2	3	0	2	2
Butyricicoccus	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	1	1	0	0	2	2	0	0	1
C1-B045	0	0	2	0	1	0	1	0	0	0	0	0	0	3	1	0	0	0	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	1	0	0	1	0	0	1	0	1	1	1	0	0	1	1	2	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
C39	10	11	14	7	8	10	8	11	10	12	5	7	11	11	8	9	8	8	17	12	16	11	2	8	6	6	5	11	8	11	12	8	6	6	13	8	10	9	8	10	7	7	7	8	6	6	9	11	2	14	7	12	12	8	7	9	5	8	7	9	9	10	14	7	7	11	14	13	10	6	7	10	6	10	7	5	14	14	8	12	8	10	10	6	4	7	12	9	9	4	7	10	12	12	15	6	8	6	9	11
CL500-29 marine group	25	18	33	12	26	12	25	20	22	24	21	23	29	20	21	19	25	16	25	23	23	24	27	23	35	21	26	22	24	32	16	28	24	20	18	21	20	10	13	22	33	27	28	17	28	40	17	22	24	24	25	21	30	13	26	19	33	24	14	14	23	21	18	24	19	25	17	21	20	26	28	26	23	15	21	18	19	20	25	18	15	24	14	22	29	24	23	21	18	10	29	27	28	20	18	22	25	20	26	23
CL500-3	1	1	2	0	1	0	0	4	0	1	1	2	3	1	2	1	0	1	1	2	1	0	1	0	0	0	1	1	1	1	0	2	2	2	1	0	1	2	0	3	1	0	0	1	2	3	2	2	1	0	0	0	2	1	1	2	0	1	0	1	1	1	0	2	0	0	0	1	2	0	0	1	0	0	1	0	2	1	2	3	0	0	2	1	1	0	1	3	1	0	0	0	1	1	1	0	1	1	0	0
CM1G08	6	4	1	6	1	3	9	4	2	7	5	3	1	2	5	4	1	2	4	5	2	4	5	2	5	3	4	5	8	6	3	3	4	2	2	2	5	3	4	4	5	4	2	3	4	4	2	5	8	4	4	3	2	4	3	1	3	3	0	2	1	1	7	6	8	1	1	9	2	8	2	3	4	6	4	3	1	7	0	2	2	6	4	7	6	5	6	1	3	6	6	4	5	4	3	3	6	2	5	6
Caenimonas	5	9	8	11	7	6	5	6	7	10	6	7	8	6	5	7	9	8	2	10	8	4	9	11	5	7	8	10	8	9	6	4	11	10	13	10	4	6	4	9	8	5	8	8	12	9	6	13	9	8	9	5	9	6	16	5	10	7	8	9	12	8	9	9	8	8	5	6	7	3	6	7	7	9	7	10	8	9	7	6	5	5	7	6	6	6	5	10	15	6	7	13	10	4	9	7	4	3	7	7
Calothrix KVSF5	1	1	4	0	0	3	1	1	1	1	1	0	2	5	2	2	1	2	0	0	0	4	1	4	2	1	4	1	0	0	3	1	1	4	1	0	0	1	2	1	2	0	1	0	0	3	2	3	5	1	1	1	2	3	2	2	0	1	0	1	0	1	3	1	1	3	1	0	4	2	2	0	0	0	1	3	0	4	2	1	0	4	2	1	2	0	2	1	3	2	4	1	4	3	1	1	3	1	3	0
Campylobacter	2	1	2	3	5	6	3	3	0	4	1	3	2	3	2	5	1	0	1	5	6	5	2	3	1	4	3	4	3	1	1	4	4	2	2	2	4	2	5	5	4	1	4	2	6	4	3	1	3	4	4	2	2	6	3	4	2	2	3	7	2	2	0	5	3	2	3	4	4	1	2	4	3	3	4	5	1	7	4	3	4	5	2	1	2	5	1	0	2	2	3	2	3	2	1	1	3	3	2	0
Candidatus Accumulibacter	5	15	10	12	14	11	12	16	8	11	7	11	16	8	13	8	5	6	7	10	8	11	8	7	16	12	7	8	11	10	7	7	7	7	8	8	9	7	12	15	13	11	7	4	19	11	11	8	13	11	3	11	8	14	12	10	14	7	10	21	4	13	11	13	15	12	7	14	13	10	11	16	12	8	13	15	11	14	11	4	14	8	12	12	15	12	14	8	16	11	10	11	13	9	12	9	6	11	13	12
Candidatus Alysiosphaera	6	1	4	5	2	2	3	3	1	2	4	4	1	2	0	3	1	3	3	0	3	1	1	1	1	1	1	2	4	2	4	2	1	1	2	0	2	2	6	3	4	4	4	4	2	2	3	0	7	1	2	2	2	3	2	4	1	2	1	2	2	3	0	3	4	0	1	1	0	2	5	1	0	2	0	2	1	3	3	2	2	2	0	4	3	3	2	4	2	4	0	3	1	0	1	5	1	1	3	1
Candidatus Amoebophilus	1	0	2	0	2	1	2	0	0	2	1	1	0	2	1	0	1	2	2	0	1	1	3	0	0	1	0	0	3	0	2	1	0	0	0	2	2	0	1	0	0	2	0	1	1	1	3	1	0	1	2	3	0	0	0	1	0	1	0	0	0	1	1	0	1	0	1	0	2	2	1	1	1	2	0	2	0	0	1	0	1	0	1	2	2	0	1	0	0	1	4	1	1	0	0	0	1	0	1	2
Candidatus Aquiluna	88	93	71	78	79	81	81	107	89	75	90	80	84	73	84	81	74	108	103	81	89	78	77	96	85	81	90	65	83	74	73	91	79	74	76	93	87	82	86	99	75	92	83	68	77	72	79	85	92	68	91	92	72	84	83	82	92	94	81	92	92	88	87	88	87	89	90	81	91	74	85	81	81	89	80	88	78	86	91	94	77	80	80	69	95	83	95	87	97	99	100	88	94	92	77	71	92	82	96	82
Candidatus Aquirestis	15	13	11	17	14	17	16	16	17	11	10	22	18	11	14	15	14	13	13	11	15	8	23	9	8	15	15	15	8	11	11	15	15	20	14	16	14	15	13	16	16	21	10	17	21	18	5	12	13	11	8	17	24	11	13	13	13	16	13	15	16	15	13	13	20	17	13	18	20	17	8	15	17	13	7	5	24	16	14	20	21	16	14	19	12	17	17	9	12	14	13	17	10	12	9	10	22	13	17	16
Candidatus Bealeia	2	2	0	0	0	0	1	0	0	1	0	3	0	1	0	1	0	1	0	0	3	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	3	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	1	1	1	0	0	0	0	0	0	0
Candidatus Berkiella	0	0	1	2	0	1	2	1	0	2	0	0	1	3	1	0	2	1	0	0	0	1	0	1	1	1	3	2	0	1	4	0	1	2	3	2	2	2	3	2	2	0	0	0	0	2	2	2	1	3	0	0	3	0	1	1	3	2	3	4	2	2	1	2	2	4	2	2	2	2	1	0	2	2	0	1	0	3	1	2	2	1	0	0	2	2	0	0	0	1	0	1	2	0	0	3	0	2	1	3
Candidatus Captivus	0	0	1	0	1	0	0	1	2	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	2	1	1	0	2	0	0	0	0	3	2	3	1	1	0	2	2	1	1	1	0	5	0	1	0	1	1	3	2	1	0	2	0	2	2	0	0	0	1	1	0	1	2	1	0	0	1	0	2	1	0	2	0	1	1	2	0	4	2	0	2	0	0	0	0	0	0	3	1	0	3
Candidatus Competibacter	0	1	2	3	1	1	2	2	1	2	1	3	1	1	1	3	2	1	3	2	2	0	3	2	2	1	3	1	2	0	3	3	0	1	1	1	0	2	3	1	1	0	1	1	2	3	2	1	0	2	1	1	2	0	1	0	2	2	1	2	1	2	3	0	0	1	0	3	2	2	0	3	1	1	1	3	2	1	0	3	3	0	0	2	3	1	3	0	0	1	2	0	1	2	1	3	0	1	2	1
Candidatus Endoecteinascidia	0	0	1	0	1	1	0	0	0	0	1	0	1	3	0	0	1	1	0	1	0	1	1	0	1	2	1	0	0	2	1	3	1	2	0	0	1	3	2	2	0	0	0	0	1	1	0	0	1	0	0	1	0	2	0	2	0	0	1	0	1	0	0	0	3	2	0	0	0	1	1	2	0	0	1	1	1	2	0	2	2	0	1	2	1	0	1	2	1	1	1	0	0	0	1	1	0	2	0	0
Candidatus Finniella	0	2	1	1	1	1	1	0	1	0	2	1	1	0	1	0	2	0	2	0	0	1	1	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	2	1	0	0	0	1	2	1	0	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	2	1	3	1	0	1
Candidatus Flaviluna	0	1	0	2	1	0	1	2	2	1	0	2	1	1	2	0	2	0	0	1	2	3	0	0	0	4	1	1	0	2	2	1	0	0	1	3	1	1	0	1	0	2	2	1	1	0	1	0	0	1	2	1	1	0	4	2	2	2	0	0	1	0	1	0	1	1	3	2	0	2	2	0	1	1	0	1	1	2	2	1	0	0	1	0	4	1	1	1	0	3	0	0	0	1	2	0	1	0	1	1
Candidatus Limnoluna	11	9	4	5	11	7	11	7	7	4	8	6	8	12	8	7	7	7	10	9	3	8	9	9	11	8	9	7	8	3	7	11	14	7	9	9	10	9	10	3	9	9	6	6	8	6	11	9	7	4	3	10	9	11	7	9	10	9	7	9	12	9	7	6	3	5	10	6	5	5	5	9	9	5	7	6	6	7	6	4	1	14	11	8	3	6	11	6	10	7	9	8	5	14	5	8	12	4	6	5
Candidatus Megaira	3	2	5	5	1	2	0	3	4	2	6	1	5	4	4	3	2	1	6	6	3	4	4	1	2	5	1	2	3	5	5	5	2	3	4	3	1	3	4	3	2	1	3	2	5	6	3	1	5	3	0	3	3	2	6	8	6	4	3	2	1	3	3	2	6	2	4	5	4	1	2	2	3	2	1	2	2	7	2	5	2	2	2	1	2	3	5	5	2	3	6	3	5	2	0	2	4	2	3	0
Candidatus Methylomirabilis	0	2	2	0	2	0	3	0	1	1	2	1	1	0	0	1	1	1	1	1	2	1	1	0	0	1	1	2	1	0	1	2	1	1	1	2	1	2	3	2	1	0	2	0	2	4	1	1	3	2	2	2	0	0	1	2	2	1	0	1	0	2	0	1	3	0	0	1	1	2	1	2	1	0	1	1	2	1	0	0	0	3	1	1	0	2	0	2	3	2	1	1	1	0	2	0	1	0	1	1
Candidatus Methylopumilus	80	71	93	83	83	86	96	91	71	74	74	78	76	69	61	71	65	80	77	73	70	86	82	61	84	75	76	84	73	78	74	65	80	85	91	92	91	86	82	71	76	78	67	78	86	80	73	84	70	63	76	75	63	70	83	78	64	75	76	83	82	100	82	81	65	77	91	87	91	93	76	88	80	81	90	75	76	84	62	71	70	68	76	81	76	88	84	72	91	77	63	95	76	68	88	92	70	72	82	84
Candidatus Midichloria	0	2	1	0	2	1	1	0	0	0	1	2	0	0	2	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	3	0	0	1	1	0	1	0	3	1	0	1	0	0	2	0	0	0	1	0	1	2	0	0	1	0	0	0	1	1	1	0	0	0	2	2	0	0	1	0	3	1	0	0	0	2	2	0	1	0	1	0	1	1	1	1	0	2	0	0	0	0	0	1	1	1	0	1	0	0
Candidatus Nitrotoga	1	0	1	1	2	2	2	0	0	4	0	1	3	0	2	2	2	3	3	1	0	2	2	0	0	4	1	0	3	2	2	1	2	4	1	0	1	3	2	1	0	3	1	2	2	0	3	0	0	0	1	0	1	2	2	2	2	0	1	4	3	2	1	0	1	0	2	0	2	0	3	3	1	2	1	4	1	3	1	4	0	0	2	1	3	2	3	1	2	0	3	0	0	0	0	4	4	4	0	0
Candidatus Omnitrophus	19	22	30	18	26	22	19	20	23	24	19	17	21	20	25	18	24	19	23	25	17	25	25	20	13	21	23	13	18	19	19	21	8	24	16	16	16	26	18	29	22	21	18	21	25	20	27	25	21	20	16	19	17	19	16	25	19	23	17	21	27	15	30	25	21	22	26	23	26	27	22	10	23	16	21	25	25	17	16	18	15	13	16	24	25	20	20	21	19	19	22	22	21	21	16	29	18	21	25	28
Candidatus Ovatusbacter	2	0	3	0	2	1	1	4	2	2	1	2	0	2	2	2	0	1	1	1	0	1	2	1	3	1	0	0	0	1	0	1	1	2	1	2	0	2	1	1	0	2	0	2	1	1	2	0	2	0	0	1	4	1	1	1	0	2	3	0	2	1	4	2	0	1	3	2	0	0	0	1	0	0	0	1	0	0	3	2	1	0	2	1	0	0	0	2	0	1	2	3	1	1	0	3	2	2	3	0
Candidatus Paracaedibacter	0	1	0	1	1	2	0	0	0	3	1	0	1	1	1	2	2	0	1	1	2	1	0	0	0	2	0	2	0	2	2	0	3	0	2	2	2	1	2	1	1	2	2	1	1	2	1	1	1	2	0	1	0	1	1	0	0	0	3	0	1	1	1	1	0	1	2	2	1	0	1	0	2	2	1	3	2	0	1	2	0	0	2	1	0	1	1	0	2	2	0	1	3	0	0	0	2	2	2	1
Candidatus Planktoluna	42	41	33	24	45	41	36	43	33	35	46	35	36	54	37	42	42	37	39	40	40	47	40	32	42	42	39	30	38	36	41	34	57	40	40	37	32	39	43	36	54	37	35	64	41	35	35	45	38	39	34	52	37	42	34	41	54	39	44	40	39	37	39	34	39	34	38	36	46	30	45	44	41	46	34	31	41	37	46	41	32	42	35	37	42	53	36	36	26	35	43	50	40	40	33	48	47	43	27	37
Candidatus Planktophila	22	12	21	16	12	15	20	16	19	16	19	13	13	18	19	19	22	28	19	17	12	19	18	24	22	13	19	17	24	16	24	10	18	20	27	20	27	19	17	15	15	18	26	24	15	16	15	13	16	19	16	10	28	13	15	24	16	18	18	21	17	15	22	20	20	11	21	31	22	23	10	17	20	17	27	21	13	17	22	14	21	12	16	19	25	22	18	20	15	22	13	21	19	22	19	15	19	11	14	13
Candidatus Symbiobacter	46	37	43	46	41	38	29	46	44	35	41	41	52	38	42	51	44	34	40	36	33	39	36	37	34	35	45	44	42	46	46	61	47	35	35	34	46	47	34	47	49	36	50	44	44	38	54	29	56	47	45	48	34	33	37	38	46	39	48	41	35	46	47	31	44	37	41	31	50	41	49	31	33	41	47	41	40	43	39	44	55	44	45	44	42	44	35	41	30	47	39	50	41	41	50	31	41	45	36	33
Caproiciproducens	1	0	0	0	0	0	0	1	1	0	0	0	1	3	2	0	0	0	1	0	1	1	1	1	1	2	0	2	0	0	0	0	1	3	0	1	1	2	1	0	1	2	0	0	0	0	1	0	0	1	0	0	0	3	0	1	1	1	1	0	0	0	0	2	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	2	1	0
Carnobacterium	2	3	1	1	0	2	1	1	0	1	0	0	4	2	1	1	1	1	0	0	2	2	0	0	0	3	3	0	0	2	2	0	0	3	0	1	2	4	1	0	0	0	0	1	0	4	0	5	0	2	0	1	0	0	0	1	1	0	1	1	0	0	0	3	0	1	1	1	1	0	6	4	0	0	0	1	4	1	0	0	4	2	0	1	0	1	1	1	0	2	0	2	2	2	0	0	1	0	1	2
Catellicoccus	2	0	1	0	1	3	2	1	1	0	1	2	3	1	1	1	2	1	1	0	1	2	1	1	0	0	1	0	2	0	1	0	0	1	3	0	1	2	3	0	1	0	2	0	2	0	1	0	0	0	2	1	0	1	1	0	0	0	1	1	0	1	0	1	0	0	0	0	3	2	1	0	0	0	1	0	2	2	3	2	1	2	1	1	0	0	1	0	1	0	1	0	1	0	0	0	1	2	0	0
Caulobacter	14	14	17	21	13	15	11	19	8	20	14	14	17	19	17	15	13	15	9	16	18	15	15	16	17	15	24	14	19	16	16	13	12	17	13	19	18	11	16	11	22	16	14	12	15	13	17	14	14	23	17	19	10	17	18	14	20	15	17	16	17	13	18	21	18	15	14	13	14	16	11	18	14	18	28	10	13	11	18	18	16	22	16	18	18	10	17	22	18	14	10	10	24	12	15	22	13	21	15	18
Cellvibrio	2	1	5	3	3	1	2	0	1	1	2	2	1	1	2	0	3	2	1	2	1	0	0	1	3	0	1	3	2	2	2	2	0	2	1	0	2	1	4	1	1	1	0	1	1	2	1	0	3	3	1	1	0	1	4	1	0	1	0	1	0	0	1	3	2	5	0	2	0	2	0	0	1	0	1	0	2	1	0	2	1	1	2	0	1	1	0	0	2	3	0	0	0	0	0	1	1	1	0	0
Cephaloticoccus	1	3	3	2	0	1	0	2	1	1	1	1	0	2	3	0	1	1	0	0	1	4	0	2	2	1	0	0	0	1	2	3	1	1	2	2	2	1	2	0	1	1	0	1	4	0	1	0	2	0	1	1	1	1	2	0	3	2	1	2	2	1	2	0	1	1	2	0	2	0	3	2	3	0	1	0	0	0	2	2	2	0	0	2	3	3	3	3	0	1	0	0	2	1	1	0	1	2	0	2
Cerasicoccus	3	1	2	0	1	2	0	1	0	0	3	2	0	0	2	2	1	1	0	0	0	0	2	0	1	0	0	2	0	0	0	1	1	3	0	1	0	0	0	1	2	1	2	0	4	0	1	0	1	1	1	0	2	1	0	1	0	2	1	1	0	2	4	0	3	0	0	1	1	0	0	1	0	1	1	3	2	2	1	0	2	5	0	0	0	2	1	3	2	2	1	1	0	1	1	2	1	0	1	0
Cereibacter	1	0	2	1	1	2	0	2	2	2	2	1	0	0	2	1	1	3	1	0	2	1	0	1	1	1	1	1	1	1	1	2	1	2	0	0	0	1	1	1	2	0	2	0	0	1	2	1	1	4	1	0	0	0	2	0	2	0	2	0	0	1	0	1	0	4	4	3	0	1	2	0	1	1	0	0	0	0	1	2	0	2	3	0	3	3	2	2	0	2	0	0	0	1	2	0	0	0	1	2
Cetobacterium	0	1	1	0	0	1	1	2	0	0	1	0	0	0	2	1	0	1	0	0	0	2	0	0	1	2	0	0	3	0	0	2	0	0	3	2	4	1	0	1	2	1	1	3	2	1	1	0	2	0	3	4	1	1	0	1	1	1	2	0	1	1	2	1	2	4	1	3	1	0	2	1	0	1	0	1	1	0	0	4	2	1	0	2	0	0	0	1	2	3	1	2	0	0	0	0	2	0	2	1
Chitinibacter	6	9	3	8	5	2	1	5	5	8	4	3	9	6	7	3	6	2	8	10	11	2	7	5	7	3	9	8	3	5	6	2	7	7	13	2	3	1	4	3	6	5	8	4	4	4	5	4	3	2	7	4	5	5	9	7	5	4	4	8	8	6	8	6	5	2	4	3	2	1	9	1	7	9	7	3	6	3	6	10	5	3	7	6	5	5	4	9	9	6	2	7	5	6	9	7	7	7	3	4
Chitinilyticum	2	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	2	0	1	0	0	1	2	0	0	0	0	1	2	0	1	0	1	0	0	2	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	2	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	1	0	2	0	0	0
Chitinimonas	1	1	0	0	1	1	1	0	0	0	2	0	0	0	1	2	5	1	2	0	2	1	4	1	1	1	1	3	1	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	2	1	0	2	1	0	2	1	0	1	1	0	0	1	0	1	0	1	1	2	0	0	3	1	1	0	1	1	0	2	1	2	1	1	0	2	0	1	0	1	1	1	1	2	3	0	2	1	0	0	0	1	2	2	3
Chitinivorax	9	6	8	8	6	9	7	5	10	7	10	10	4	4	8	4	6	8	9	4	7	5	9	8	7	9	8	10	7	3	4	5	5	3	6	12	6	7	9	4	3	6	2	5	6	9	10	6	4	5	8	7	6	7	3	6	8	2	7	6	9	10	9	2	7	9	10	5	7	9	3	6	6	4	10	4	5	6	14	7	12	5	6	7	3	7	9	9	8	11	4	5	3	5	12	5	5	6	4	6
Christensenellaceae R-7 group	5	12	4	6	8	11	6	10	12	8	8	7	9	4	10	9	12	8	8	6	5	9	8	5	15	9	11	10	12	8	14	9	11	5	8	11	8	8	9	9	7	8	10	12	6	6	10	5	4	10	12	12	10	10	8	7	12	11	3	12	6	11	14	8	5	9	8	9	12	12	9	8	12	3	9	7	6	7	5	4	5	8	10	10	4	10	9	12	8	7	6	10	13	4	8	13	7	11	8	11
Chromobacterium	0	0	1	0	1	1	0	0	2	0	1	5	0	1	2	1	0	1	2	0	1	2	0	3	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	1	0	0	0	3	1	1	0	0	0	0	1	2	0	1	1	1	0	3	0	3	0	0	0	1	1	1	0	1	0	0	1	1	1	1	0	2	1	2	0	0	1	1	0	1	1	2	1	0	0	1	0	2	0	1	1	0
Chroococcidiopsis PCC-6712	1	0	1	2	1	2	2	1	1	2	1	1	0	0	2	2	1	1	0	0	2	0	1	4	2	0	0	2	0	0	0	1	2	3	0	2	1	0	0	2	0	1	0	0	0	2	6	2	2	0	5	1	0	1	1	0	2	0	0	2	1	1	1	2	0	1	1	0	2	1	2	1	2	1	2	1	0	1	0	0	1	2	2	1	0	1	3	1	0	0	1	1	0	0	1	1	1	4	1	1
Chryseobacterium	1	2	1	0	1	0	1	0	0	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	1	2	0	1	0	1	0	1	0	2	0	1	0	1	0	0	1	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	4	0	0	1	1	1	2	0	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0
Chryseolinea	0	0	0	1	1	0	0	1	0	1	1	1	2	0	1	0	1	1	2	0	0	0	0	0	1	0	2	0	1	1	0	0	1	0	0	0	0	2	0	2	1	1	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	2	1	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	1	0	2	1
Chthonobacter	1	3	5	4	2	2	4	2	2	1	3	2	0	1	3	2	3	3	1	1	2	4	2	1	4	0	2	4	1	3	6	1	2	2	2	2	1	2	3	1	1	1	3	3	2	3	6	2	1	4	4	2	3	4	5	2	3	3	3	0	3	2	3	1	2	3	5	3	2	2	1	7	3	1	1	2	3	4	3	1	3	0	1	5	2	3	4	2	1	3	5	0	3	3	2	3	2	2	1	3
Citrobacter	3	5	3	5	4	6	3	5	3	3	4	9	1	4	4	8	5	5	1	9	3	2	1	4	4	2	3	0	2	2	5	1	6	2	1	2	2	6	5	3	2	4	3	1	2	3	4	4	4	3	4	5	5	5	2	5	4	3	1	1	6	4	7	5	4	1	3	2	3	5	2	6	2	5	3	1	3	4	4	7	5	5	2	0	4	2	2	1	3	0	1	4	1	2	1	3	0	3	2	6
Cloacibacterium	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	1	2	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Clostridium sensu stricto 1	65	78	83	82	92	65	73	74	81	79	76	91	76	88	88	77	76	75	75	81	84	72	68	83	78	65	69	75	80	67	76	99	63	64	67	72	78	72	70	74	74	83	63	61	79	68	78	77	73	66	73	86	79	72	74	75	60	93	78	82	75	72	79	66	76	61	59	70	83	77	93	84	85	72	82	71	87	73	79	80	73	84	76	84	77	71	60	78	75	73	74	62	89	67	79	73	62	77	73	65
Clostridium sensu stricto 11	2	1	1	1	1	0	3	3	0	1	1	3	0	1	0	1	1	3	2	2	0	0	0	1	0	0	1	0	1	2	0	0	3	0	0	2	1	2	2	2	2	1	0	3	1	1	2	3	0	3	3	0	0	1	1	1	1	3	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	1	3	0	2	2	1	0	3	0	1	0	1	1	1	0	1	2	0	1	1	1	3	0	1	3	0
Clostridium sensu stricto 12	5	6	3	5	7	5	1	2	5	6	4	5	5	2	6	5	1	3	3	7	4	7	2	6	3	5	9	3	7	3	1	2	3	4	5	5	6	8	4	4	6	4	6	4	4	4	5	2	6	6	7	1	4	5	2	2	3	5	3	3	8	9	4	5	3	2	4	3	4	5	2	7	2	3	4	5	7	1	3	2	3	4	8	2	4	2	3	4	6	4	5	4	3	1	9	4	6	5	5	5
Clostridium sensu stricto 13	4	2	5	4	3	3	3	6	0	3	4	4	3	2	2	2	3	3	3	4	2	1	4	1	5	1	3	2	2	7	0	5	1	5	3	4	2	1	5	1	3	2	5	2	5	2	4	2	2	0	4	3	3	2	2	1	5	1	2	3	1	3	4	1	2	4	5	1	1	3	0	1	3	3	5	1	1	4	1	3	4	2	1	1	2	3	1	0	1	2	4	2	3	5	3	3	3	3	2	2
Clostridium sensu stricto 19	2	0	1	1	1	0	1	1	0	0	0	0	1	2	2	0	2	0	0	0	0	1	1	1	0	1	1	0	1	5	0	0	1	1	3	3	4	1	1	3	1	0	1	1	0	1	0	2	1	1	3	1	2	0	1	0	1	0	2	2	0	2	2	1	0	2	3	1	3	0	0	0	2	1	0	0	1	1	2	0	0	0	1	1	0	0	0	2	1	2	0	1	1	0	0	2	0	2	0	2
Clostridium sensu stricto 2	1	0	2	0	0	4	1	0	2	1	1	2	3	2	3	0	3	0	2	1	2	2	0	1	0	1	1	1	2	3	0	2	0	2	0	2	3	5	2	1	3	0	0	2	1	1	0	1	3	1	1	1	3	1	4	2	1	1	2	1	2	3	2	0	2	2	3	1	2	0	3	1	4	2	2	1	3	4	1	1	2	0	2	0	2	1	0	1	3	0	2	2	0	1	1	2	1	1	2	3
Clostridium sensu stricto 3	0	0	2	1	2	1	1	1	0	0	3	3	1	0	2	3	1	1	5	1	1	0	0	0	0	1	2	2	3	0	1	0	1	2	0	0	3	2	1	3	1	0	1	2	1	2	1	3	2	2	1	1	1	3	2	1	0	1	1	2	1	1	2	0	3	2	2	1	0	0	2	2	2	0	4	0	1	0	0	1	1	2	0	0	1	1	2	1	1	0	0	1	0	0	2	2	5	1	1	0
Clostridium sensu stricto 5	1	1	0	1	2	0	1	1	1	1	2	1	2	0	2	2	0	1	1	0	2	0	2	2	0	1	1	3	1	0	2	1	1	0	1	0	0	1	3	0	0	3	0	0	0	2	1	2	4	0	1	2	2	2	0	1	0	2	0	0	1	1	0	1	1	2	1	2	2	1	2	2	0	0	0	2	0	0	0	3	1	1	4	2	0	1	3	1	3	0	0	2	1	2	2	1	2	3	2	1
Clostridium sensu stricto 8	2	2	1	0	2	0	2	0	2	1	4	1	1	2	4	1	1	0	1	0	3	2	1	1	0	0	1	0	1	0	1	2	1	2	1	1	0	1	1	1	1	1	2	2	2	1	0	2	1	1	0	2	3	0	1	2	1	1	0	2	1	2	0	0	0	0	3	0	0	6	2	0	1	1	0	1	0	1	1	4	2	0	2	0	2	1	2	5	3	0	2	0	0	1	1	2	3	3	2	2
Clostridium sensu stricto 9	3	4	1	4	3	3	5	2	2	3	3	1	2	1	4	1	3	1	0	0	4	3	1	4	1	4	3	2	2	2	1	2	1	1	3	1	1	3	2	3	0	1	2	3	3	5	1	2	3	1	0	3	1	1	2	1	1	0	5	0	1	2	1	3	3	3	1	3	3	5	3	3	4	1	4	1	6	3	2	4	1	3	2	2	2	3	2	4	2	3	3	1	0	3	3	2	5	3	4	1
